,,,,,,,,,,
,CB1.11,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More objective,,Consumer survey,"Before you got this {name of product}, did you personally search for information from a range of sources? [Yes, No] ",Information gathering
,CB1.12,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More objective,,Consumer survey,"Before you got this {name of second product}, did you personally search for information from a range of sources? [Yes, No]",Information gathering
,CB1.13,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More objective,,Consumer survey,"Did you personally consider many different alternatives before you decided which {name of product}, to get? [Yes No]",Information gathering
,CB1.14,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More subjective,,Consumer survey,"How carefully did you personally check the detailed terms and conditions of the {name of product}, before you got it?
1. Checked carefully
2. Checked to have a rough idea
3. I asked someone else to check it for me
4. I did not really check at all
5. DK",Terms and conditions
,CB1.15,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More subjective,,Consumer survey,"Please indicate how well you think the following statement describe you personally

I do not know enough about the available saving products to choose the right one for me
I know enough about the loan products available to choose the right one for me
I always get information or advice when I have an important financial decision to make",Information gathering
,CB1.16,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,More objective,,Consumer survey,"Which of the following statements best describes your knowledge of how to do the following things:

How to use a price comparison website
How to compare the terms and conditions of insurance products to get the best one for my needs 1. I have an excellent knowledge 2. I have a good knowledge 3. I have a basic knowledge 4. I know nothing about this 5. N/A",Information gathering
,CB1.17,,"SIFO, Consumption Research Norway: Financial Wellbeing Survey (Norway)",Strong,General,Mixed,,Consumer survey,"Please indicate whether you play a significant role either alone or jointly with someone else in the following activities 

E1. Planning how the money in your household/ your money is spent?
E2. Ensuring that regular household expenses/ your regular expenses e.g. mortgage, household bills or repayments on money borrowed are paid?
E3. Making the financial decisions in your household/ making financial decisions? 
E4. Buying financial products?",Decisionamking role
,CB1.18,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Strong,General,More objective,,Consumer survey,"Which, if any, of these providers of advice on your money you have ever heard of, even if you’re not very familiar with them? SELECT ALL THAT APPLY
1. Money Advice Service
2.Citizen’s Advice Bureau
3.Money Sense
4.Which?
5.Money Saving Expert (Martin Lewis)
6.Other price comparison sites (e.g. Moneysupermarket, Comparethemarket)
7.Directgov (gov.co.uk)
8. Consumer Credit Counselling Service (CCCS)/StepChange
9. National Debtline
[ADD OTHER RELEVANT ORGANISATIONS/SITES]
11. None of these",Familiarity with finanical advice providers
,CB1.19,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Strong,General,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about:  
- where to get  advice if you need help with your finances

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Familiarity with finanical advice providers
,CB1.20,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Strong,Credit,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 

- comparing different loans and credit cards
- credit unions 
- calculating the total cost of a loan or credit such as Brighthouse or a car on hire purchase (including interest and charges)  

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Information gathering
,CB1.21,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Credit,More objective,,Consumer survey,"QUIZ I would like to know whether you think the following statements are true or false.....
 For a six month loan, it will cost you more to borrow money on a loan with a low APR than a loan with a high APR
True, False, Don't know",Financial knowledge
,CB1.22,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Investments,More objective,,Consumer survey,"QUIZ I would like to know whether you think the following statements are true or false.....
 - An investment with a high return is likely to be low risk
 - It is usually possible to reduce the risk of investing in the stock market by buying a wide range of stocks and shares. 
True, False, Don't know",Financial knowledge
,CB1.23,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Banking (Accounts & savings),More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 
- bank accounts
- checking the balance on your bank account

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Financial knowledge: Bank accounts
,CB1.24,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Insurance,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 
- insurance
- comparing different types of insurance

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Financial knowledge: Insurance
,CB1.25,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Banking (Accounts & savings),More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 
- savings accounts 
- credit unions 
- comparing savings products  
1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Financial knowledge: Savings accounts
,CB1.26,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Pensions,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 
- pensions
- checking how much pension income you will get when you retire
- making decisions about a pension to give you an income you require in retirement 
1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Financial knowledge: Pensions
,CB1.27,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Housing,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about:  
- mortgages
- applying for a mortgage
- calculating you monthly mortgage repayments if interest rates rise
1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Financial knowledge: Mortgages
,CB1.28,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,Credit,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about:  
- the different options for sorting out debt problems
- the fees charged for debt solutions such as bankruptcy, Debt Relief Orders and Debt Management Plans
- the steps I should take if I’m unable to pay my debts 
- my rights when companies try to recover money I owe them
- the steps companies can take to recover the money I owe them
1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable

",Debt management and advice
,CB1.29,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,General,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about:  
- different types of financial fraud/scams 
- protecting yourself from financial fraud / scams
- protecting yourself from online financial fraud / scams

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Frauds and scams
,CB1.30,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,General,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about creating a weekly or monthly household budget

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable",Budgeting
,CB1.31,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Strong,General,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about using a price comparison website 

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable
",Information gathering
,CB1.32,,Money and Pensions Service: Financial Capability Outcomes Framework for Adults Question Bank (United Kingdom),Moderate,General,More subjective,,Consumer survey,"Which of these statements best describes how knowledgeable you feel about: 
- checking you’re getting all benefits you are entitled to
- checking you’re paying the correct amount of tax

1. I have an excellent knowledge
2. I have a good knowledge
3. I have a basic knowledge
4. I know nothing about this
5. Not applicable
",Financial knowledge: Taxes and benefits
,CB1.33,,OECD/INFE: Survey of adult financial literacy (Multiple countries),Moderate,General,More subjective,,Consumer survey,"Could you tell me how you would rate your overall knowledge about financial matters compared with other adults in <COUNTRY NAME>? Would you say it was...

Very high
Quite high
About average
Quite low
Very low
",Financial knowledge
,CB1.34,,OECD/INFE: Survey of adult financial literacy (Multiple countries),Moderate,General,More objective,,Consumer survey,"Do you make day-to-day decisions about your own money? [Yes, No] ",Decisionmaking role
,CB1.35,⭐️,OECD/INFE: Survey of adult financial literacy (Multiple countries),Moderate,General,More objective,,Consumer survey,"Do you do any of the following for yourself or your household?

Make a plan to manage your income and expenses
Keep a note of your spending
Keep money for bills separate from day-to-day spending money
Make a note of upcoming bills to make sure you don't miss them
Use a banking app or money management tool to keep track of your outgoings
Arrange automatic payments for regular outgoings",Budgeting
,CB1.36,,OECD/INFE: Survey of adult financial literacy (Multiple countries),Moderate,General,More objective,,Consumer survey,"Some people set themselves financial goals, such as paying university fees, buying a car or becoming debt free. Do you (personally, or with your partner) have any financial goals? [Yes, No] ",Financial goals
,CB1.37,,OECD/INFE: Survey of adult financial literacy (Multiple countries),Moderate,General,More objective,,Consumer survey,"What actions have you (personally) taken to meet your most important goal?

Prepared a plan of action
Increased your credit card or loan repayments
Saved or invested money
Looked for new/different/additional source of income
Identified a source of credit
Cut-back on spending
Something else
Nothing",Financial goals
